id_word	id_meaning	id	lemma	morphology	definition	definition_divided	glottocode	reference	language	pos	detected_by	meaning_ru	examples
576	1	752	б/ауварлъи		(мн. б/аувабāрлъи) 1. масд. опухание, распухание 2. IV опухоль	масд. опухание, распухание	hunz1247	Khalilov 2026	Hunzib	masdar	source	опухание	
576	2	753	б/ауварлъи	IV	(мн. б/аувабāрлъи) 1. масд. опухание, распухание 2. IV опухоль	опухоль	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	опухоль	
577	1	754	б/ах/а1	(мн. бāх/а; -ø, -ер, -ø)	(мн. бāх/а; -ø, -ер, -ø) рваться; разрываться; порваться; пухун йахер рубашка порвалась; хылIу йахер брюки порвались; кагъар жужу рāх бумага сама рвьется	рваться; разрываться; порваться; пухун йахер рубашка порвалась; хылIу йахер брюки порвались; кагъар жужу рāх бумага сама рвьется	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	рваться	пухун йахер рубашка порвалась; хылIу йахер брюки порвались; кагъар жужу рāх бумага сама рвьется
578	1	755	б/ах/а2	(мн. бāх/а; -ø, -ер, -ø)	(мн. бāх/а; -ø, -ер, -ø) пилиться, распилиться; герем бахер бревно распилось	пилиться, распилиться; герем бахер бревно распилось	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	пилиться	герем бахер бревно распилось
579	1	756	б/ахел/аi	(мн. бāхела; -ø, -ер, -ø)	(мн. бāхела; -ø, -ер, -ø) рвать, разрывать; порвать; къагъар рахела разорвать бумагу (письмо); сурба мȧгȧ бахелер? зачем порвал шкуру?	рвать, разрывать; порвать; къагъар рахела разорвать бумагу (письмо); сурба мȧгȧ бахелер? зачем порвал шкуру?	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	рвать	къагъар рахела разорвать бумагу (письмо); сурба мȧгȧ бахелер? зачем порвал шкуру?
580	1	757	б/ахел/а2	(мн. бāхела; -ø, -ер, -ø)	(мн. бāхела; -ø, -ер, -ø) пилить, распилить; гьȧн рахела делать доски (распиливая бревна), распилить бревно; гьуᵸду бахела пилить дрова	пилить, распилить; гьȧн рахела делать доски (распиливая бревна), распилить бревно; гьуᵸду бахела пилить дрова	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	пилить	гьȧн рахела делать доски (распиливая бревна), распилить бревно; гьуᵸду бахела пилить дрова
581	1	758	б/ахелдā	(мн. б/ахелдабā; -ø, -р, -ø)	(мн. б/ахелдабā; -ø, -р, -ø) учащ. от б/ахела1-2	учащ. от б/ахела1-2	hunz1247	Khalilov 2026	Hunzib	verb	source	часто рваться	
582	1	759	б/ахелдāкi/а	(мн. б/ахелдабāкI/а; -ø, -ер, -о)	(мн. б/ахелдабāкI/а; -ø, -ер, -о) понуд. учащ. от б/ахелдā1-2	понуд. учащ. от б/ахелдā1-2	hunz1247	Khalilov 2026	Hunzib	verb	source	часто рвать	
583	1	760	б/ахёлдāкiерлъи		(мн. б/ахелдабāкIерлъи) понуд. учащ. масд. от б/ахелдāкIа1-2	(мн. б/ахелдабāкIерлъи) понуд. учащ. масд. от б/ахелдāкIа1-2	hunz1247	Khalilov 2026	Hunzib	masdar	source	частое разрывание	
584	1	761	б/ахелдāрлъи		(мн. б/ахелдабāрлъи) учащ. масд. от б/ахелдā 1-2	(мн. б/ахелдабāрлъи) учащ. масд. от б/ахелдā 1-2	hunz1247	Khalilov 2026	Hunzib	masdar	source	частое разрывание	
585	1	762	б/ахелерлъи		(мн. б/āхелерлъи) 1. масд. от б/ахела1-2 2. IV разрыв	масд. от б/ахела1-2	hunz1247	Khalilov 2026	Hunzib	masdar	source	разрывание	
585	2	763	б/ахелерлъи	IV	(мн. б/āхелерлъи) 1. масд. от б/ахела1-2 2. IV разрыв	разрыв	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	разрыв	
586	1	764	б/ахелкi/а	(мн. б/āхелкIа; -е, -ер, -о)	(мн. б/āхелкIа; -е, -ер, -о) понуд. от б/ахела1-2	понуд. от б/ахела1-2	hunz1247	Khalilov 2026	Hunzib	verb	source	заставлять рвать	
587	1	765	б/ахелкiерлъи		(мн. бāхелкIерлъи) масд. от б/ахелкIа	(мн. бāхелкIерлъи) масд. от б/ахелкIа	hunz1247	Khalilov 2026	Hunzib	masdar	source	заставление рвать	
588	1	766	бахил: бахил бȧхъа		1) быть (стать) скупым, быть скрягой; скупиться; мискиллӣ лачIи нылIа бахил йȧхъа скупиться (дать одежду нуждающему) 2) жалеть кого-л.; мǝ къǝракь бахил ȧхъойс ты не жалеешь детей	быть (стать) скупым, быть скрягой; скупиться; мискиллӣ лачIи нылIа бахил йȧхъа скупиться (дать одежду нуждающему)	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	скупиться	мискиллӣ лачIи нылIа бахил йȧхъа скупиться (дать одежду нуждающему)
588	2	767	бахил: бахил бȧхъа		1) быть (стать) скупым, быть скрягой; скупиться; мискиллӣ лачIи нылIа бахил йȧхъа скупиться (дать одежду нуждающему) 2) жалеть кого-л.; мǝ къǝракь бахил ȧхъойс ты не жалеешь детей	жалеть кого-л.; мǝ къǝракь бахил ȧхъойс ты не жалеешь детей	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	жалеть	мǝ къǝракь бахил ȧхъойс ты не жалеешь детей
589	1	768	бахилаб	(мн. -ла)	1. (мн. -ла) жадный, скупой; скаредный; бахилаб сукIу скупой человек 2. I, II (-лил, -лис, -ла) скупой, скряга; бахилаблис боцIи цIǝ некьен бекIоб! проклятие пусть имущество скупого сгорит в огне; бахилаблис боцIи сахаватаблил мухъǡр поверье имущество скупого достается щедрому (букв. имущество скупого ест щедрый) ♦ рȧкIу бахилаб жо очень понравившаяся (приглянувшаяся) вещь (букв. сердце жадная вещь); см. къарумаб	жадный, скупой; скаредный; бахилаб сукIу скупой человек	hunz1247	Khalilov 2026	Hunzib	adj	spacy_model	жадный	бахилаб сукIу скупой человек
589	2	769	бахилаб	I, II (-лил, -лис, -ла)	1. (мн. -ла) жадный, скупой; скаредный; бахилаб сукIу скупой человек 2. I, II (-лил, -лис, -ла) скупой, скряга; бахилаблис боцIи цIǝ некьен бекIоб! проклятие пусть имущество скупого сгорит в огне; бахилаблис боцIи сахаватаблил мухъǡр поверье имущество скупого достается щедрому (букв. имущество скупого ест щедрый) ♦ рȧкIу бахилаб жо очень понравившаяся (приглянувшаяся) вещь (букв. сердце жадная вещь); см. къарумаб	скупой, скряга; бахилаблис боцIи цIǝ некьен бекIоб! проклятие пусть имущество скупого сгорит в огне; бахилаблис боцIи сахаватаблил мухъǡр поверье имущество скупого достается щедрому (букв. имущество скупого ест щедрый) ♦ рȧкIу бахилаб жо очень понравившаяся (приглянувшаяся) вещь (букв. сердце жадная вещь); см. къарумаб	hunz1247	Khalilov 2026	Hunzib	adj; expression	spacy_model	скряга	бахилаблис боцIи цIǝ некьен бекIоб! проклятие пусть имущество скупого сгорит в огне; бахилаблис боцIи сахаватаблил мухъǡр поверье имущество скупого достается щедрому (букв. имущество скупого ест щедрый) ♦ рȧкIу бахилаб жо очень понравившаяся (приглянувшаяся) вещь (букв. сердце жадная вещь); см. къарумаб
590	1	770	бахиллъи	IV (-лло, -лос)	IV (-лло, -лос) 1) скупость, жадность, скаредность; бахиллъи нацIǝкIа показать свою жадность (скупость), проявлять скупость бахиллъилло сукIу сурзи уво жадность позорит человека показать свою жадность (скупость), проявлять скупость 2) сочувствие, жалость; см. къарумлъи	скупость, жадность, скаредность; бахиллъи нацIǝкIа показать свою жадность (скупость), проявлять скупость бахиллъилло сукIу сурзи уво жадность позорит человека показать свою жадность (скупость), проявлять скупость	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	скупость	бахиллъи нацIǝкIа показать свою жадность (скупость), проявлять скупость бахиллъилло сукIу сурзи уво жадность позорит человека показать свою жадность (скупость), проявлять скупость
590	2	771	бахиллъи	IV (-лло, -лос)	IV (-лло, -лос) 1) скупость, жадность, скаредность; бахиллъи нацIǝкIа показать свою жадность (скупость), проявлять скупость бахиллъилло сукIу сурзи уво жадность позорит человека показать свою жадность (скупость), проявлять скупость 2) сочувствие, жалость; см. къарумлъи	сочувствие, жалость; см. къарумлъи	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	жалость	см. къарумлъи
591	1	772	бахъи	III (-лло, -лис)	III (-лло, -лис) мат. вычитание; бахъи бикъекIа научиться вычитывать; бахъи бува вычитать, произвести вычитание;	мат. вычитание; бахъи бикъекIа научиться вычитывать; бахъи бува вычитать, произвести вычитание;	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	вычитывание	бахъи бикъекIа научиться вычитывать; бахъи бува вычитать, произвести вычитание;
592	1	773	бахъухъ	III (-лил, -лис, -ла)	III (-лил, -лис, -ла) кул халва, бахух (мучная местная на масле); бахъухъ бува приготовить халву	кул халва, бахух (мучная местная на масле); бахъухъ бува приготовить халву	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	халва	бахъухъ бува приготовить халву
593	1	774	бахь	IV (-лил, -лис)	IV (-лил, -лис) медь; бахьлис шȧг медная кастрюля; бахьлид ракъул- кьо къалай нийа нуцIǡр медную посуду следует лудить; гарб. бак	медь; бахьлис шȧг медная кастрюля; бахьлид ракъул- кьо къалай нийа нуцIǡр медную посуду следует лудить; гарб. бак	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	медь	бахьлис шȧг медная кастрюля; бахьлид ракъул- кьо къалай нийа нуцIǡр медную посуду следует лудить; гарб. бак
594	1	775	бахьзи: бахьзи бȧхъа	III	III становиться жарко (душно)	становиться жарко (душно)	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	ставиться жарко	
595	1	776	бахьи	III (-лло, -лос)	III (-лло, -лос) потепление, оттепель, тепло; гьинчод бахьи ло сегодня тепло (есть); бахьилло маракьос ǝᵸз йуᵸцIукIер оттепель растопила снег с гор	потепление, оттепель, тепло; гьинчод бахьи ло сегодня тепло (есть); бахьилло маракьос ǝᵸз йуᵸцIукIер оттепель растопила снег с гор	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	тепло	гьинчод бахьи ло сегодня тепло (есть); бахьилло маракьос ǝᵸз йуᵸцIукIер оттепель растопила снег с гор
596	1	777	бахiарав	I (-л, -с, -ла)	I (-л, -с, -ла) жених; бахIаравс гьалмагъ дружок жениха, шафер; бахIаравс ийу-ȧбу родители жениха	жених; бахIаравс гьалмагъ дружок жениха, шафер; бахIаравс ийу-ȧбу родители жениха	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	жених	бахIаравс гьалмагъ дружок жениха, шафер; бахIаравс ийу-ȧбу родители жениха
597	1	778	бахiарай	II (-л, -с, -ла)	II (-л, -с, -ла) невеста; бахIарайс гьейа подруга невесты; бахIарай йǝᵸкъа привести невесту; бахIарайгъур макъа прийти с невестой; см. цIутула	невеста; бахIарайс гьейа подруга невесты; бахIарай йǝᵸкъа привести невесту; бахIарайгъур макъа прийти с невестой; см. цIутула	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	невеста	бахIарайс гьейа подруга невесты; бахIарай йǝᵸкъа привести невесту; бахIарайгъур макъа прийти с невестой; см. цIутула
598	1	779	бахiарал	мн. (-лил, -лис)	мн. (-лил, -лис) жених и невеста, молодые, молодожёны; бахIарал бувакIа пригласить молодожёнов	жених и невеста, молодые, молодожёны; бахIарал бувакIа пригласить молодожёнов	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	молодожёны	бахIарал бувакIа пригласить молодожёнов
599	1	780	бахiарзаллис		мужской; принадлежащий мужскому полу или выполняемая мужчинами; бахIарзаллис кастум мужской костюм; бахIарзаллис лачIи мужская одежда; бахIарзаллис хIалтIи мужская работа; работа, выполняемая мужчинами; см. бихьиналлис	мужской; принадлежащий мужскому полу или выполняемая мужчинами; бахIарзаллис кастум мужской костюм; бахIарзаллис лачIи мужская одежда; бахIарзаллис хIалтIи мужская работа; работа, выполняемая мужчинами; см. бихьиналлис	hunz1247	Khalilov 2026	Hunzib	adj	spacy_model	мужской	бахIарзаллис кастум мужской костюм; бахIарзаллис лачIи мужская одежда; бахIарзаллис хIалтIи мужская работа; работа, выполняемая мужчинами; см. бихьиналлис
600	1	781	бахiарчи	I (-йол, -йос, -йа)	I (-йол, -йос, -йа) мужчина, молодец, смельчак, храбрец; удалец; герой; Савет Сайузлис бахIарчи герой Советского Союза; Расийаллис бахIарчи герой Российской Федерации; бахIарчи ȧхъа стать героем; бахIарчи рагъбā угьар погов. герой на войне умирает; см. багьадур	мужчина, молодец, смельчак, храбрец; удалец; герой; Савет Сайузлис бахIарчи герой Советского Союза; Расийаллис бахIарчи герой Российской Федерации; бахIарчи ȧхъа стать героем; бахIарчи рагъбā угьар погов. герой на войне умирает; см. багьадур	hunz1247	Khalilov 2026	Hunzib	noun; expression	spacy_model	мужчина	удалец; герой; Савет Сайузлис бахIарчи герой Советского Союза; Расийаллис бахIарчи герой Российской Федерации; бахIарчи ȧхъа стать героем; бахIарчи рагъбā угьар погов. герой на войне умирает; см. багьадур
601	1	782	бахiарчийаб		смелый, храбрый, геройский; бахIарчийаб сукIу храбрец; герой; бахIарчийаб иш храбрый (геройский) поступок	смелый, храбрый, геройский; бахIарчийаб сукIу храбрец; герой; бахIарчийаб иш храбрый (геройский) поступок	hunz1247	Khalilov 2026	Hunzib	adj	spacy_model	смелый	бахIарчийаб сукIу храбрец; герой; бахIарчийаб иш храбрый (геройский) поступок
602	1	783	бахiарчилъи	IV (-лло, -лис)	IV (-лло, -лис) смелость, храбрость; геройство; бахIарчилъи нацIǝкIа (рува) показать смелость (храбрость); проявить геройство; см. багьадурлъи	смелость, храбрость; геройство; бахIарчилъи нацIǝкIа (рува) показать смелость (храбрость); проявить геройство; см. багьадурлъи	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	смелость	геройство; бахIарчилъи нацIǝкIа (рува) показать смелость (храбрость); проявить геройство; см. багьадурлъи
603	1	784	бахiли	III (-йол, -йос, -йа)	III (-йол, -йос, -йа) зоол. собака (охотничья); бахIлин лъелъ былъǝкь эᵸкьер с охотничьей собакой на охоту пошел; бахIлийол былъǝ мыхъǝкIэр охотничья собака поймала дичь	зоол. собака (охотничья); бахIлин лъелъ былъǝкь эᵸкьер с охотничьей собакой на охоту пошел; бахIлийол былъǝ мыхъǝкIэр охотничья собака поймала дичь	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	собака	бахIлин лъелъ былъǝкь эᵸкьер с охотничьей собакой на охоту пошел; бахIлийол былъǝ мыхъǝкIэр охотничья собака поймала дичь
604	1	785	б/ац/а	(мн. б/āца; -ǝ, -ǝр, -ǝ)	(мн. б/āца; -ǝ, -ǝр, -ǝ) ненавидеть; тушбан аца ненавидеть врага; гьереси баца ненавидеть ложь	ненавидеть; тушбан аца ненавидеть врага; гьереси баца ненавидеть ложь	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	ненавидеть	тушбан аца ненавидеть врага; гьереси баца ненавидеть ложь
605	1	786	б/ацекi/а	(мн. б/āцекIа; -е, -ер, -о)	(мн. б/āцекIа; -е, -ер, -о) понуд. от б/аца	понуд. от б/аца	hunz1247	Khalilov 2026	Hunzib	verb	source	заставлять ненавидеть	
606	1	787	б/ацекiерлъи		(мн. б/āцекIерлъи) понуд. масд. от б/ацекIа	(мн. б/āцекIерлъи) понуд. масд. от б/ацекIа	hunz1247	Khalilov 2026	Hunzib	masdar	source	заставление ненавидеть	
607	1	788	б/ацерлъи		(мн. б/āцерлъи) 1. масд. от баца 2. ненависть	масд. от баца	hunz1247	Khalilov 2026	Hunzib	masdar	source	ненависть	
607	2	789	б/ацерлъи		(мн. б/āцерлъи) 1. масд. от баца 2. ненависть	ненависть	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	ненависть	
608	1	790	бацiад: бацiад бȧхъа	III	III в разн. знач. чиститься, очищаться; хъохъо бацIад рȧхъур дом стал чистым; см. мацца	в разн. знач. чиститься, очищаться; хъохъо бацIад рȧхъур дом стал чистым; см. мацца	hunz1247	Khalilov 2026	Hunzib	adv	spacy_model	очищаться	хъохъо бацIад рȧхъур дом стал чистым; см. мацца
609	1	791	бацiад: бацiад бува	III	III 1) чистить; очищать; ысдис пIалтIу бацIад бува почистить пальто брата 2) перен. выгораживать, защищать	чистить; очищать; ысдис пIалтIу бацIад бува почистить пальто брата	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	чистить	ысдис пIалтIу бацIад бува почистить пальто брата
609	2	792	бацiад: бацiад бува	III	III 1) чистить; очищать; ысдис пIалтIу бацIад бува почистить пальто брата 2) перен. выгораживать, защищать	перен. выгораживать, защищать	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	защищать	
610	1	793	бацiадаб	(мн. -ла)	(мн. -ла) 1) чистый; бацIадаб мȧче чистое место; бацIадаб корова чистые руки 2) чистоплотный; бацIадаб сукIо а) чистый человек б) чистоплотный человек; бацIадаб бȧхъа стать чистым б) стать чистоплотным	чистый; бацIадаб мȧче чистое место; бацIадаб корова чистые руки	hunz1247	Khalilov 2026	Hunzib	adj	spacy_model	чистый	бацIадаб мȧче чистое место; бацIадаб корова чистые руки
610	2	794	бацiадаб	(мн. -ла)	(мн. -ла) 1) чистый; бацIадаб мȧче чистое место; бацIадаб корова чистые руки 2) чистоплотный; бацIадаб сукIо а) чистый человек б) чистоплотный человек; бацIадаб бȧхъа стать чистым б) стать чистоплотным	чистоплотный; бацIадаб сукIо а) чистый человек б) чистоплотный человек; бацIадаб бȧхъа стать чистым б) стать чистоплотным	hunz1247	Khalilov 2026	Hunzib	adj	spacy_model	чистоплотный	бацIадаб сукIо а) чистый человек б) чистоплотный человек; бацIадаб бȧхъа стать чистым б) стать чистоплотным
611	1	795	бацiалъи	IV (-лло, -лис)	IV (-лло, -лис) 1) чистота, аккуратность; хъохъос бацIалъи чистота дома 2) чистоплотность; гIадамлис бацIалъи чистоплотность человека	чистота, аккуратность; хъохъос бацIалъи чистота дома	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	чистота	хъохъос бацIалъи чистота дома
611	2	796	бацiалъи	IV (-лло, -лис)	IV (-лло, -лис) 1) чистота, аккуратность; хъохъос бацIалъи чистота дома 2) чистоплотность; гIадамлис бацIалъи чистоплотность человека	чистоплотность; гIадамлис бацIалъи чистоплотность человека	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	чистоплотность	гIадамлис бацIалъи чистоплотность человека
612	1	797	бацiар	III (-лил//-ал, -ас, -а)	III (-лил//-ал, -ас, -а) 1) шнурок, веревочка; быхǝлу бацIар длинный шнурок; мишокIи ныцǝчос бацIар шнурок, которым завязывается мешок; бацIар букьур шнурок оборвался; бацIарад гарацI бȧгьа уст. букв. шнурком развязать узел (завязывание и развязывание “магического” узла на шнурке, чтобы излечить (“развязать") заворот кишок) 2) фитиль; лампалис бацIар фитиль лампы; бацIар кьодо кьыса поднять фитиль (у лампы)	шнурок, веревочка; быхǝлу бацIар длинный шнурок; мишокIи ныцǝчос бацIар шнурок, которым завязывается мешок; бацIар букьур шнурок оборвался; бацIарад гарацI бȧгьа уст. букв. шнурком развязать узел (завязывание и развязывание “магического” узла на шнурке, чтобы излечить (“развязать") заворот кишок)	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	шнурок	быхǝлу бацIар длинный шнурок; мишокIи ныцǝчос бацIар шнурок, которым завязывается мешок; бацIар букьур шнурок оборвался; бацIарад гарацI бȧгьа уст. букв. шнурком развязать узел (завязывание и развязывание “магического” узла на шнурке, чтобы излечить (“развязать") заворот кишок)
612	2	798	бацiар	III (-лил//-ал, -ас, -а)	III (-лил//-ал, -ас, -а) 1) шнурок, веревочка; быхǝлу бацIар длинный шнурок; мишокIи ныцǝчос бацIар шнурок, которым завязывается мешок; бацIар букьур шнурок оборвался; бацIарад гарацI бȧгьа уст. букв. шнурком развязать узел (завязывание и развязывание “магического” узла на шнурке, чтобы излечить (“развязать") заворот кишок) 2) фитиль; лампалис бацIар фитиль лампы; бацIар кьодо кьыса поднять фитиль (у лампы)	фитиль; лампалис бацIар фитиль лампы; бацIар кьодо кьыса поднять фитиль (у лампы)	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	фитиль	лампалис бацIар фитиль лампы; бацIар кьодо кьыса поднять фитиль (у лампы)
613	1	799	бач/а	III (-ло, -ис, -ар)	III (-ло, -ис, -ар) обрыв, пропасть; скала; быкъкъу бача глубокая (большая) пропасть; бачилI эка упасть в обрыв; бачкьос хIайван рекер животное упало со скалы; бачкьо цу гичIер на скалу сел орел (букв. на скалу прыгнул орел)	обрыв, пропасть; скала; быкъкъу бача глубокая (большая) пропасть; бачилI эка упасть в обрыв; бачкьос хIайван рекер животное упало со скалы; бачкьо цу гичIер на скалу сел орел (букв. на скалу прыгнул орел)	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	обрыв	быкъкъу бача глубокая (большая) пропасть; бачилI эка упасть в обрыв; бачкьос хIайван рекер животное упало со скалы; бачкьо цу гичIер на скалу сел орел (букв. на скалу прыгнул орел)
614	1	800	бачлугъ	IV (-ал, -ас, -ла)	IV (-ал, -ас, -ла) уст. башлык (тёплый головной убор); илдǝр бачлугъ же рȧхъатI теперь башлык у нас не носят	уст. башлык (тёплый головной убор); илдǝр бачлугъ же рȧхъатI теперь башлык у нас не носят	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	башлык	илдǝр бачлугъ же рȧхъатI теперь башлык у нас не носят
615	1	801	башара	III (-лил, -лис, -р)	III (-лил, -лис, -р) забота; старание; башара лодеру сукIу заботливый человек; башара бува а) заботиться б) стараться	забота; старание; башара лодеру сукIу заботливый человек; башара бува а) заботиться б) стараться	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	забота	башара лодеру сукIу заботливый человек; башара бува а) заботиться б) стараться
616	1	802	башкирав	I (-л, -с, мн. башкирла)	I (-л, -с, мн. башкирла) башкир	башкир	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	башкир	
617	1	803	башкирай	II (-л, -с, мн. башкирла)	II (-л, -с, мн. башкирла) башкирка	башкирка	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	башкирка	
618	1	804	башкирла	мн. (-лло, -лас)	мн. (-лло, -лас) башкиры; башкирлалас мыц башкирский язык	башкиры; башкирлалас мыц башкирский язык	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	башкиры	башкирлалас мыц башкирский язык
619	1	805	б/ȧ-б/ȧлiе		нареч. иногда, редко; артIо бȧ-бȧлIе илдо алIā гуржийал макъер раньше иногда в наше село приезжали грузины	нареч. иногда, редко; артIо бȧ-бȧлIе илдо алIā гуржийал макъер раньше иногда в наше село приезжали грузины	hunz1247	Khalilov 2026	Hunzib	adv	source	иногда	артIо бȧ-бȧлIе илдо алIā гуржийал макъер раньше иногда в наше село приезжали грузины
620	1	806	б/ȧгь/аi	(мн. б/ǡгьа; -у, -ур, -о)	(мн. б/ǡгьа; -у, -ур, -о) 1) открывать(ся), раскрывать(ся); тIехь рȧгьа раскрыть (открывать) книгу; гьакI рȧгьур цветок раскрылся 2) колоться; гьуᵸду бȧгьа колоться (о дровах)	открывать(ся), раскрывать(ся); тIехь рȧгьа раскрыть (открывать) книгу; гьакI рȧгьур цветок раскрылся	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	открываться	тIехь рȧгьа раскрыть (открывать) книгу; гьакI рȧгьур цветок раскрылся
620	2	807	б/ȧгь/аi	(мн. б/ǡгьа; -у, -ур, -о)	(мн. б/ǡгьа; -у, -ур, -о) 1) открывать(ся), раскрывать(ся); тIехь рȧгьа раскрыть (открывать) книгу; гьакI рȧгьур цветок раскрылся 2) колоться; гьуᵸду бȧгьа колоться (о дровах)	колоться; гьуᵸду бȧгьа колоться (о дровах)	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	колоться	гьуᵸду бȧгьа колоться (о дровах)
621	1	808	б/ȧгь/а2	(мн. б/ǡгьа; -у, -ур, -о); (с кого-л. или с себя)	(мн. б/ǡгьа; -у, -ур, -о) 1) снимать (с кого-л. или с себя); пIалтIу бȧгьа снять пальто, раздеться; лачIи рȧгьа раздеваться 2) вытаскивать; вынимать, выхватывать; магI бȧгьа вытаскивать гвоздь; чIебачI бȧгьа ваытащить занозу; бацIид шикIāс лIиле бȧгьа из волчьей пасти вытащить ягненка 3) отнимать; мачIа рȧгьа а) отнять саблю б) выхватить саблю (из ножен); корōс рȧгьа выхватить из рук, отнять что-л. 4) выпускать, издавать; газет (тIехь) йȧгьа выпускать (издавать) газету (книгу) 5) давить; жать, выжимать; кIодас лъыᵸ йȧгьа выжимать сок из винограда 6) выводить, вывозить; рȧку гишо йȧгьа вывозить навоз 7) выводить, высиживать; гудис минар рȧгьа вывести куриных цыплят 8) проводить (о времени); лъино вǝдǝ йȧгьа провести пять дней 9) фотографировать, рисовать; сурат бȧгьа рисовать; фотографировать ♦ мȧкъу йȧгьа плакать (букв. слеза снимать)	снимать ; пIалтIу бȧгьа снять пальто, раздеться; лачIи рȧгьа раздеваться	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	снимать	пIалтIу бȧгьа снять пальто, раздеться; лачIи рȧгьа раздеваться
621	2	809	б/ȧгь/а2	(мн. б/ǡгьа; -у, -ур, -о)	(мн. б/ǡгьа; -у, -ур, -о) 1) снимать (с кого-л. или с себя); пIалтIу бȧгьа снять пальто, раздеться; лачIи рȧгьа раздеваться 2) вытаскивать; вынимать, выхватывать; магI бȧгьа вытаскивать гвоздь; чIебачI бȧгьа ваытащить занозу; бацIид шикIāс лIиле бȧгьа из волчьей пасти вытащить ягненка 3) отнимать; мачIа рȧгьа а) отнять саблю б) выхватить саблю (из ножен); корōс рȧгьа выхватить из рук, отнять что-л. 4) выпускать, издавать; газет (тIехь) йȧгьа выпускать (издавать) газету (книгу) 5) давить; жать, выжимать; кIодас лъыᵸ йȧгьа выжимать сок из винограда 6) выводить, вывозить; рȧку гишо йȧгьа вывозить навоз 7) выводить, высиживать; гудис минар рȧгьа вывести куриных цыплят 8) проводить (о времени); лъино вǝдǝ йȧгьа провести пять дней 9) фотографировать, рисовать; сурат бȧгьа рисовать; фотографировать ♦ мȧкъу йȧгьа плакать (букв. слеза снимать)	вытаскивать; вынимать, выхватывать; магI бȧгьа вытаскивать гвоздь; чIебачI бȧгьа ваытащить занозу; бацIид шикIāс лIиле бȧгьа из волчьей пасти вытащить ягненка	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	вытаскивать	магI бȧгьа вытаскивать гвоздь; чIебачI бȧгьа ваытащить занозу; бацIид шикIāс лIиле бȧгьа из волчьей пасти вытащить ягненка
